,Hindi_key,Hindi_value,Punjabi_key,Punjabi_value
9,,,You are just x sentences away from earning your Silver Badge.,ਤੁਸੀਂ ਆਪਣੇ ਸਿਲਵਰ ਬੈਜ ਨੂੰ ਕਮਾਉਣ ਤੋਂ ਸਿਰਫ x ਵਾਕਾਂ ਤੋਂ ਦੂਰ ਹੋ।
10,,,You are just x sentences away from earning your Gold Badge.,ਤੁਸੀਂ ਆਪਣਾ ਗੋਲਡ ਬੈਜ ਕਮਾਉਣ ਤੋਂ ਸਿਰਫ x ਵਾਕਾਂ ਤੋਂ ਦੂਰ ਹੋ।
11,,,You are just x sentences away from earning your Platinum Badge.,ਤੁਸੀਂ ਆਪਣੇ ਪਲੈਟੀਨਮ ਬੈਜ ਦੀ ਕਮਾਈ ਤੋਂ ਸਿਰਫ x ਵਾਕਾਂ ਤੋਂ ਦੂਰ ਹੋ।
12,,,Know More,ਹੋਰ ਜਾਣੋ
13,,,Share it with your friends and family,ਇਸਨੂੰ ਆਪਣੇ ਦੋਸਤਾਂ ਅਤੇ ਪਰਿਵਾਰ ਨਾਲ ਸਾਂਝਾ ਕਰੋ
15,,,Help your language achieve it’s goal of 100 hrs. We know you can do more!,ਤੁਹਾਡੀ ਭਾਸ਼ਾ ਦੀ 100 ਘੰਟੇ ਦਾ ਟੀਚਾ ਪ੍ਰਾਪਤ ਕਰਨ ਵਿੱਚ ਸਹਾਇਤਾ ਕਰੋ।ਅਸੀਂ ਜਾਣਦੇ ਹਾਂ ਕਿ ਤੁਸੀਂ ਹੋਰ ਵੀ ਕਰ ਸਕਦੇ ਹੋ!
16,,,Contribute More,ਹੋਰ ਯੋਗਦਾਨ ਦਿਓ
18,,,Come back again to hit your goal post,ਆਪਣੀ ਗੋਲ ਪੋਸਟ ਨੂੰ ਮਾਰਨ ਲਈ ਦੁਬਾਰਾ ਵਾਪਸ ਆਓ
19,,,away from reaching your goal!,ਆਪਣੇ ਟੀਚੇ ਤੇ ਪਹੁੰਚਣ ਤੋਂ ਦੂਰ!
21,,,Thank you for validating!,ਪ੍ਰਮਾਣਿਤ ਕਰਨ ਲਈ ਤੁਹਾਡਾ ਧੰਨਵਾਦ!
23,,,x sentence(s) validated,x ਵਾਕ ਪ੍ਰਮਾਣਿਤ
24,,,Validate More,ਹੋਰ ਪ੍ਰਮਾਣਿਤ ਕਰੋ
26,,,Thank you for your enthusiasm to transcribe the recordings.,ਰਿਕਾਰਡਿੰਗਾਂ ਨੂੰ ਲਿਖਣ ਲਈ ਤੁਹਾਡੇ ਉਤਸ਼ਾਹ ਲਈ ਧੰਨਵਾਦ।
27,,,We do not have any data in <y> language. Please try again later.,ਸਾਡੇ ਕੋਲ <y> ਭਾਸ਼ਾ ਵਿੱਚ ਕੋਈ ਡੇਟਾ ਨਹੀਂ ਹੈ। ਬਾਅਦ ਵਿੱਚ ਦੁਬਾਰਾ ਕੋਸ਼ਿਸ਼ ਕਰੋ ਜੀ।
28,,,Back to Suno India Home,ਸੁਨੋ ਇੰਡੀਆ ਹੋਮ ਵਾਪਸ
30,,,Thank you for your enthusiasm to validate the recordings.,ਰਿਕਾਰਡਿੰਗ ਨੂੰ ਪ੍ਰਮਾਣਿਤ ਕਰਨ ਲਈ ਤੁਹਾਡੇ ਉਤਸ਼ਾਹ ਲਈ ਧੰਨਵਾਦ।
0,,,Languages pairs,ਭਾਸ਼ਾਵਾਂ ਦੇ ਜੋੜ
1,,,Your language pair and top 3 most contributed language pairs,ਤੁਹਾਡੀ ਭਾਸ਼ਾ ਦੀ ਜੋੜੀ ਅਤੇ ਚੋਟੀ ਦੇ 3 ਸਭ ਤੋਂ ਵੱਧ ਯੋਗਦਾਨ ਪਾਉਣ ਵਾਲੀਆਂ ਭਾਸ਼ਾ ਜੋੜੀ
2,,,Help us understand what’s wrong with the image labelled,ਸਾਡੀ ਇਹ ਸਮਝਣ ਵਿੱਚ ਸਹਾਇਤਾ ਕਰੋ ਕਿ ਲੇਬਲ ਵਾਲੇ ਚਿੱਤਰ ਵਿੱਚ ਕੀ ਗਲਤ ਹੈ
3,,,Validate text as per the audio,ਆਡੀਓ ਦੇ ਅਨੁਸਾਰ ਟੈਕਸਟ ਨੂੰ ਪੜਤਾਲ ਕਰੋ
4,,,Please select your feedback category,ਕਿਰਪਾ ਕਰਕੇ ਆਪਣੀ ਫੀਡਬੈਕ ਸ਼੍ਰੇਣੀ ਦੀ ਚੋਣ ਕਰੋ
5,,,Share your feedback below:,ਆਪਣੀ ਫੀਡਬੈਕ ਹੇਠਾਂ ਸਾਂਝਾ ਕਰੋ:
6,,,You’ve earned your Bronze Bhasha Samarthak Badge,ਤੁਸੀਂ ਆਪਣਾ ਕਾਂਸੀ ਭਾਸ਼ਾ ਸਮਰਥਕ ਬੈਜ ਪ੍ਰਾਪਤ ਕੀਤਾ ਹੈ
7,,,You've earned your Silver Bhasha Samarthak Badge,ਤੁਸੀਂ ਆਪਣਾ ਸਿਲਵਰ ਭਾਸ਼ਾ ਸਮਰੱਥਕ ਬੈਜ ਕਮਾਇਆ ਹੈ
8,,,You've earned your Gold Bhasha Samarthak Badge,ਤੁਸੀਂ ਆਪਣਾ ਗੋਲਡ ਭਾਸ਼ਾ ਸਮਰੱਥਕ ਬੈਜ ਕਮਾਇਆ ਹੈ
9,,,You've earned your Platinum Bhasha Samarthak Badge,ਤੁਸੀਂ ਆਪਣਾ ਪਲੈਟੀਨਮ ਭਾਸ਼ਾ ਸਮਰੱਥਕ ਬੈਜ ਕਮਾਇਆ ਹੈ
10,,,Help your language pair achieve it’s goal of <x> translations. We know you can do more!,"ਆਪਣੀ ਭਾਸ਼ਾ ਦੀ ਜੋੜੀ ਦੀ <span id=""language-hour-goal""></span> ਅਨੁਵਾਦਾਂ ਦਾ ਟੀਚਾ ਪ੍ਰਾਪਤ ਕਰਨ ਵਿੱਚ ਸਹਾਇਤਾ ਕਰੋ। ਅਸੀਂ ਜਾਣਦੇ ਹਾਂ ਕਿ ਤੁਸੀਂ ਹੋਰ ਵੀ ਕਰ ਸਕਦੇ ਹੋ!"
11,,,Help your language achieve it’s goal of <x> images. We know you can do more!,"ਆਪਣੀ ਭਾਸ਼ਾ ਨੂੰ <span id=""language-hour-goal""></span> ਚਿੱਤਰਾਂ ਦਾ ਟੀਚਾ ਪ੍ਰਾਪਤ ਕਰਨ ਵਿੱਚ ਸਹਾਇਤਾ ਕਰੋ।ਅਸੀਂ ਜਾਣਦੇ ਹਾਂ ਕਿ ਤੁਸੀਂ ਹੋਰ ਵੀ ਕਰ ਸਕਦੇ ਹੋ!"
12,,,Thank you for contributing.,ਯੋਗਦਾਨ ਲਈ ਧੰਨਵਾਦ।
13,,,Test,ਟੈਸਟ
14,,,Email,ਈ - ਮੇਲ
15,,,Opt-out Notification,ਓਪਟ-ਆਊਟ ਨੋਟੀਫਿਕੇਸ਼ਨ
16,,,Duration validated,ਅਵਧੀ ਪ੍ਰਮਾਣਿਤ
17,,,Duration transcribed,ਅਵਧੀ ਪ੍ਰਤੀਲਿਪੀ
18,,,Choose the initiative,ਪਹਿਲ ਦੀ ਚੋਣ ਕਰੋ
19,,,Choose the language,ਭਾਸ਼ਾ ਚੁਣੋ
20,,,Validations,ਪ੍ਰਮਾਣਿਕਤਾ
21,,,Monthly Goal :,ਮਾਸਿਕ ਟੀਚਾ:
22,,,Enrich your own language, ਆਪਣੀ ਭਾਸ਼ਾ ਨੂੰ ਭਰਪੂਰ ਬਣਾਓ
23,,,"One platform, multiple crowdsourcing initiatives","ਇਕ ਪਲੇਟਫਾਰਮ, ਕਈ ਕਰਾਊਡ ਸੋਰਸ ਪਹਿਲ"
24,,,Enrich your language by donating your voice,ਆਪਣੀ ਆਵਾਜ਼ ਦਾਨ ਕਰਕੇ ਆਪਣੀ ਭਾਸ਼ਾ ਨੂੰ ਭਰਪੂਰ ਬਣਾਓ
25,,,Enrich your language by transcribing audio into text,ਆਡੀਓ ਨੂੰ ਟੈਕਸਟ ਵਿਚ ਤਬਦੀਲ ਕਰਕੇ ਆਪਣੀ ਭਾਸ਼ਾ ਨੂੰ ਭਰਪੂਰ ਬਣਾਓ
26,,,Enrich your language by translating text,ਟੈਕਸਟ ਦਾ ਅਨੁਵਾਦ ਕਰਕੇ ਆਪਣੀ ਭਾਸ਼ਾ ਨੂੰ  ਭਰਪੂਰ ਬਣਾਓ
27,,,Enrich your language by labelling images,ਚਿੱਤਰ ਲਗਾਉਣ ਨਾਲ ਆਪਣੀ ਭਾਸ਼ਾ ਨੂੰ ਭਰਪੂਰ ਬਣਾਓ
28,,,Bhasha Samarthak Levels,ਭਾਸ਼ਾ ਸਮਰੱਥਕ ਪੱਧਰ
29,,,BhashaDaan: A crowdsourcing initiative for Indian languages,ਭਾਸ਼ਦਾਨ: ਭਾਰਤੀ ਭਾਸ਼ਾਵਾਂ ਲਈ ਕਰਾਊਡ ਸੋਰਸ ਕਰਨ ਵਾਲੀ ਪਹਿਲ
30,,,"Become a Bhasha Samarthak by contributing to Bolo India, Suno India, Likho India or Dekho India. Earn Bronze/Silver/Gold/Platinum Bhasha Samarthak Badges based on your contributions. Share them in your social circle, your language community, and motivate your friends and family to contribute to the cause.","ਬੋਲੋ ਇੰਡੀਆ, ਸੁਨੋ ਇੰਡੀਆ, ਲੀਖੋ ਇੰਡੀਆ ਜਾਂ ਦੇਖੋ ਇੰਡੀਆ ਵਿਚ ਯੋਗਦਾਨ ਪਾ ਕੇ ਭਾਸ਼ਾ ਸਮਰਥਕ ਬਣੋ। ਆਪਣੇ ਯੋਗਦਾਨ ਦੇ ਅਧਾਰ ਤੇ ਕਾਂਸੀ / ਸਿਲਵਰ / ਗੋਲਡ / ਪਲੈਟੀਨਮ ਭਾਸ਼ਾ ਸਮਰੱਥਕ ਬੈਜ ਕਮਾਓ. ਉਨ੍ਹਾਂ ਨੂੰ ਆਪਣੇ ਸਮਾਜਿਕ ਚੱਕਰ ਵਿੱਚ, ਆਪਣੀ ਭਾਸ਼ਾ ਦੇ ਭਾਈਚਾਰੇ ਵਿੱਚ ਸਾਂਝਾ ਕਰੋ ਅਤੇ ਆਪਣੇ ਦੋਸਤਾਂ ਅਤੇ ਪਰਿਵਾਰ ਨੂੰ ਉਦੇਸ਼ ਵਿੱਚ ਯੋਗਦਾਨ ਪਾਉਣ ਲਈ ਪ੍ਰੇਰਿਤ ਕਰੋ।"
31,,,"Become a Bhasha Samarthak by contributing to these initiatives. For details on how to earn Bhasha Samarthak Badges, please select the initiative and language of your choice.","ਇਨ੍ਹਾਂ ਪਹਿਲਕਦਮੀਆਂ ਵਿਚ ਯੋਗਦਾਨ ਪਾ ਕੇ ਭਾਸ਼ਾ ਸਮਰਥਕ ਬਣੋ। ਭਾਸ਼ਾ ਸਮਰੱਥਕ ਬੈਜਾਂ ਨੂੰ ਕਿਵੇਂ ਕਮਾਉਣਾ ਹੈ ਇਸ ਬਾਰੇ ਜਾਣਕਾਰੀ ਲਈ, ਕਿਰਪਾ ਕਰਕੇ ਆਪਣੀ ਪਸੰਦ ਦੀ ਪਹਿਲ ਅਤੇ ਭਾਸ਼ਾ ਦੀ ਚੋਣ ਕਰੋ।"
32,,,Levels,ਪੱਧਰ
33,,,Levels and badges may take upto 48 hours to update. Your contribution will be validated before confirming the badge. Please keep contributing actively to stand a chance to get recognised.,ਪੱਧਰ ਅਤੇ ਬੈਜ ਨੂੰ ਅਪਡੇਟ ਕਰਨ ਲਈ 48 ਘੰਟੇ ਲੱਗ ਸਕਦੇ ਹਨ। ਬੈਜ ਦੀ ਪੁਸ਼ਟੀ ਕਰਨ ਤੋਂ ਪਹਿਲਾਂ ਤੁਹਾਡਾ ਯੋਗਦਾਨ ਪ੍ਰਮਾਣਿਤ ਹੋਵੇਗਾ। ਕਿਰਪਾ ਕਰਕੇ ਮਾਨਤਾ ਪ੍ਰਾਪਤ ਕਰਨ ਲਈ ਇੱਕ ਮੌਕਾ ਬਣਨ ਲਈ ਸਰਗਰਮੀ ਨਾਲ ਯੋਗਦਾਨ ਦਿੰਦੇ ਰਹੋ।
34,,,Duration recorded,ਅਵਧੀ ਦਰਜ ਕੀਤੀ ਗਈ
35,,,Help to build an open repository of data to digitally enrich your language,ਆਪਣੀ ਭਾਸ਼ਾ ਨੂੰ ਡਿਜੀਟਲ ਰੂਪ ਨਾਲ ਭਰਪੂਰ ਕਰਨ ਲਈ ਡੈਟਾ ਦਾ ਖੁੱਲਾ ਭੰਡਾਰ ਬਣਾਉਣ ਵਿਚ ਸਹਾਇਤਾ ਕਰੋ
36,,,Contribute and become a Bhasha Samarthak,ਯੋਗਦਾਨ ਪਾਓ ਅਤੇ ਭਾਸ਼ਾ ਸਮਰੱਥਕ ਬਣੋ
37,,,Bronze Bhasha Samarthak Badge,ਕਾਂਸੀ ਭਾਸ਼ਾ ਸਮਰਥਕ ਬੈਜ
38,,,Silver Bhasha Samarthak Badge,ਸਿਲਵਰ ਭਾਸ਼ਾ ਸਮਰੱਥਕ ਬੈਜ
39,,,Gold Bhasha Samarthak Badge,ਸੋਨਾ ਭਾਸ਼ਾ ਸਮਰੱਥਕ ਬੈਜ
40,,,Platinum Bhasha Samarthak Badge,ਪਲੈਟੀਨਮ ਭਾਸ਼ਾ ਸਮਰੱਥਕ ਬੈਜ
41,,,You are enriching your language,ਤੁਸੀਂ ਆਪਣੀ ਭਾਸ਼ਾ ਨੂੰ ਭਰਪੂਰ ਬਣਾ ਰਹੇ ਹੋ
42,,,You are just <x> recordings away from earning your Bronze Bhasha Samarthak Badge.,"ਤੁਸੀਂ ਸਿਰਫ <span id=""sentense_away_count""></span> ਰਿਕਾਰਡਿੰਗਜ਼ ਦੂਰ ਹੋ ਆਪਣਾ ਕਾਂਸੀ ਭਾਸ਼ਾ ਸਮਰਥਕ ਬੈਜ ਕਮਾਉਣ ਤੋਂ।"
43,,,You are just <x> recordings away from earning your Gold Bhasha Samarthak Badge.,ਤੁਸੀਂ ਆਪਣੇ ਸੋਨਾ ਭਾਸ਼ਾ ਸਮਰਥਕ ਬੈਜ ਦੀ ਕਮਾਈ ਤੋਂ ਸਿਰਫ <x> ਰਿਕਾਰਡਿੰਗਜ਼ ਤੋਂ ਦੂਰ ਹੋ।
44,,,You are just <x> recordings away from earning your Silver Bhasha Samarthak Badge.,ਤੁਸੀਂ ਆਪਣੇ ਸਿਲਵਰ ਭਾਸ਼ਾ ਸਮਰੱਥਕ ਬੈਜ ਨੂੰ ਕਮਾਉਣ ਤੋਂ ਸਿਰਫ <x> ਰਿਕਾਰਡਿੰਗਜ਼ ਤੋਂ ਦੂਰ ਹੋ।
45,,,You are just <x> recordings away from earning your Platinum Bhasha Samarthak Badge.,ਤੁਸੀਂ ਆਪਣੇ ਪਲੈਟੀਨਮ ਭਾਸ਼ਾ ਸਮਰਥਕ ਬੈਜ ਦੀ ਕਮਾਈ ਤੋਂ ਸਿਰਫ <x> ਰਿਕਾਰਡਿੰਗਜ਼ ਦੂਰ ਹੋ।
46,,,Bronze Bhasha Samarthak Badge earned for contributing <y> sentences.,"ਕਾਂਸੀ ਭਾਸ਼ਾ ਸਮਰਥਕ ਬੈਜ ਨੇ <span id=""current_badge_count""></span> ਵਾਕਾਂ ਦਾ ਯੋਗਦਾਨ ਪਾਇਆ।"
47,,,Gold Bhasha Samarthak Badge earned for contributing <y> sentences.,<y> ਵਾਕਾਂ ਵਿੱਚ ਯੋਗਦਾਨ ਪਾਉਣ ਲਈ ਗੋਲਡ ਭਾਸ਼ਾ ਸਮਰੱਥਕ ਬੈਜ ਨੇ ਕਮਾਈ ਕੀਤੀ।
48,,,Silver Bhasha Samarthak Badge earned for contributing <y> sentences.,ਸਿਲਵਰ ਭਾਸ਼ਾ ਸਮਰੱਥਕ ਬੈਜ ਨੇ <y> ਵਾਕਾਂ ਦੇ ਯੋਗਦਾਨ ਪਾਇਆ ।
49,,,Platinum Bhasha Samarthak Badge earned for contributing <y> sentences.,ਪਲੈਟੀਨਮ ਭਾਸ਼ਾ ਸਮਰੱਥਕ ਬੈਜ ਨੇ <y> ਵਾਕਾਂ ਦਾ ਯੋਗਦਾਨ ਪਾਇਆ।
50,,,Your next goal is to reach <x> sentences to earn your Bronze Bhasha Samarthak Badge.,"ਤੁਹਾਡਾ ਅਗਲਾ ਟੀਚਾ ਹੈ <span id=""next_badge_count""></span> ਵਾਕਾਂ ਤੱਕ ਪਹੁੰਚਣਾ ਤੁਹਾਡੇ ਕਾਂਸੀ ਭਾਸ਼ਾ ਸਮਰਥਕ ਬੈਜ ਨੂੰ ਕਮਾਉਣ ਲਈ।"
51,,,Your next goal is to reach <x> sentences to earn your Gold Bhasha Samarthak Badge. ,ਤੁਹਾਡਾ ਅਗਲਾ ਟੀਚਾ ਹੈ <x> ਵਾਕਾਂ ਤੱਕ ਪਹੁੰਚਣਾ ਤੁਹਾਡੇ ਗੋਲਡ ਭਾਸ਼ਾ ਸਮਰਥਕ ਬੈਜ ਨੂੰ ਕਮਾਉਣ ਲਈ।
52,,,Your next goal is to reach <x> sentences to earn your Silver Bhasha Samarthak Badge. ,ਤੁਹਾਡਾ ਅਗਲਾ ਟੀਚਾ ਹੈ ਆਪਣੇ ਚਾਂਦੀ ਦੀ ਭਾਸ਼ਾ ਸਮਰੱਥਕ ਬੈਜ ਨੂੰ ਕਮਾਉਣ ਲਈ <x> ਵਾਕਾਂ ਤੱਕ ਪਹੁੰਚਣਾ।
53,,,Your next goal is to reach <x> sentences to earn your Platinum Bhasha Samarthak Badge. ,ਤੁਹਾਡਾ ਅਗਲਾ ਟੀਚਾ ਹੈ <x> ਵਾਕਾਂ ਤੱਕ ਪਹੁੰਚਣਾ ਤੁਹਾਡੇ ਪਲੇਟਿਨਮ ਭਾਸ਼ਾ ਸਮਰਥਕ ਬੈਜ ਨੂੰ ਕਮਾਉਣ ਲਈ।
54,,,Bronze Bhasha Samarthak Badge earned for contributing <y> recordings,"ਕਾਂਸੀ ਭਾਸ਼ਾ ਸਮਰਥਕ ਬੈਜ ਨੇ <span id=""current_badge_count""></span> ਰਿਕਾਰਡਿੰਗਾਂ ਵਿੱਚ ਯੋਗਦਾਨ ਪਾਉਣ ਲਈ ਕਮਾਈ ਕੀਤੀ"
55,,,Gold Bhasha Samarthak Badge earned for contributing <y> recordings.,<y> ਰਿਕਾਰਡਿੰਗਾਂ ਵਿੱਚ ਯੋਗਦਾਨ ਪਾਉਣ ਲਈ ਗੋਲਡ ਭਾਸ਼ਾ ਸਮਰੱਥਕ ਬੈਜ ਨੇ ਕਮਾਈ ਕੀਤੀ।
56,,,Silver Bhasha Samarthak Badge earned for contributing <y> recordings.,ਸਿਲਵਰ ਭਾਸ਼ਾ ਸਮਰੱਥਕ ਬੈਜ ਨੇ <y> ਰਿਕਾਰਡਿੰਗਾਂ ਦੇ ਯੋਗਦਾਨ ਲਈ ਕਮਾਈ ਕੀਤੀ।
57,,,Platinum Bhasha Samarthak Badge earned for contributing <y> recordings.,ਪਲੈਟੀਨਮ ਭਾਸ਼ਾ ਸਮਰੱਥਕ ਬੈਜ <y> ਰਿਕਾਰਡਿੰਗਾਂ ਵਿੱਚ ਯੋਗਦਾਨ ਪਾਉਣ ਲਈ ਕਮਾਈ ਕੀਤੀ।
58,,,All fields are optional but you can enhance your contribution by providing non personal demographic details.,ਸਾਰੇ ਖੇਤਰ ਵਿਕਲਪਿਕ ਹਨ ਪਰ ਤੁਸੀਂ ਗੈਰ ਨਿੱਜੀ ਜਨਸੰਖਿਆ ਵੇਰਵੇ ਪ੍ਰਦਾਨ ਕਰਕੇ ਆਪਣੇ ਯੋਗਦਾਨ ਨੂੰ ਵਧਾ ਸਕਦੇ ਹੋ।
59,,,Enter Username,ਯੂਜ਼ਰ ਨਾਮ ਦਰਜ ਕਰੋ
60,,,You are just <x> sentences away from earning your Bronze Bhasha Samarthak Badge.,"ਤੁਸੀਂ ਸਿਰਫ <span id=""sentense_away_count""></span> ਵਾਕਾਂ ਨੂੰ ਆਪਣੇ ਕਾਂਸੀ ਭਾਸ਼ਾ ਸਮਰਥਕ ਬੈਜ ਦੀ ਕਮਾਈ ਤੋਂ ਦੂਰ ਹੋ।"
61,,,You are just <x> sentences away from earning your Silver Bhasha Samarthak Badge. ,"ਤੁਸੀਂ ਆਪਣੇ ਸਿਲਵਰ ਭਾਸ਼ਾ ਸਮਰਥਕ ਬੈਜ ਦੀ ਕਮਾਈ ਤੋਂ ਸਿਰਫ <span id=""sentense_away_count""></span> ਵਾਕ ਦੂਰ ਹੋ।"
62,,,You are just <x> sentences away from earning your Gold Bhasha Samarthak Badge.,"ਤੁਸੀਂ ਆਪਣੇ ਸੋਨੇ ਦੀ ਭਾਸ਼ਾ ਸਮਰਥਕ ਬੈਜ ਦੀ ਕਮਾਈ ਤੋਂ ਸਿਰਫ <span id=""sentense_away_count""></span> ਵਾਕ ਦੂਰ ਹੋ।"
63,,,You are just <x> sentences away from earning your Platinum Bhasha Samarthak Badge. ,"ਤੁਸੀਂ ਆਪਣੇ ਪਲੈਟੀਨਮ ਭਾਸ਼ਾ ਸਮਰਥਕ ਬੈਜ ਦੀ ਕਮਾਈ ਤੋਂ ਸਿਰਫ <span id=""sentense_away_count""></span> ਵਾਕ ਦੂਰ ਹੋ।"
64,,,Validate the translation contributed by others,ਦੂਜਿਆਂ ਦੁਆਰਾ ਦਿੱਤੇ ਗਏ ਅਨੁਵਾਦ ਨੂੰ ਪ੍ਰਮਾਣਿਤ ਕਰੋ
65,,,Thank you for your for translation efforts,ਅਨੁਵਾਦ ਦੀਆਂ ਕੋਸ਼ਿਸ਼ਾਂ ਲਈ ਤੁਹਾਡਾ ਧੰਨਵਾਦ
66,,,Thank you for your effort to validate translations.,ਅਨੁਵਾਦਾਂ ਨੂੰ ਪ੍ਰਮਾਣਿਤ ਕਰਨ ਲਈ ਤੁਹਾਡੀ ਕੋਸ਼ਿਸ਼ ਲਈ ਧੰਨਵਾਦ।
67,,,You are just <x> images away from earning your Silver Bhasha Samarthak Badge. ,"ਤੁਸੀਂ ਆਪਣੇ ਸਿਲਵਰ ਭਾਸ਼ਾ ਸਮਰੱਥਕ ਬੈਜ ਦੀ ਕਮਾਈ ਤੋਂ ਸਿਰਫ <span id=""sentense_away_count""></span> ਚਿੱਤਰ ਦੂਰ ਹੋ।"
68,,,You are just <x> images away from earning your Bronze Bhasha Samarthak Badge.,"ਤੁਸੀਂ ਸਿਰਫ <span id=""sentense_away_count""></span> ਚਿੱਤਰ ਆਪਣੇ ਕਾਂਸੀ ਭਾਸ਼ਾ ਸਮਰਥਕ ਬੈਜ ਦੀ ਕਮਾਈ ਤੋਂ ਦੂਰ ਹੋ।"
69,,,You are just <x> images away from earning your Gold Bhasha Samarthak Badge.,ਤੁਸੀਂ ਸਿਰਫ <x> ਚਿੱਤਰ ਆਪਣੇ ਗੋਲਡ ਭਾਸ਼ਾ ਸਮਰਥਕ ਬੈਜ ਦੀ ਕਮਾਈ ਤੋਂ ਦੂਰ ਹੋ।
70,,,You are just <x> images away from earning your Platinum Bhasha Samarthak Badge.,ਤੁਸੀਂ ਸਿਰਫ <x> ਚਿੱਤਰ ਆਪਣੇ ਪਲੈਟੀਨਮ ਭਾਸ਼ਾ ਸਮਰਥਕ ਬੈਜ ਦੀ ਕਮਾਈ ਤੋਂ ਦੂਰ ਹੋ।
71,,,Your next goal is to reach <x> recordings to earn your Bronze Bhasha Samarthak Badge.,"ਤੁਹਾਡਾ ਅਗਲਾ ਟੀਚਾ ਆਪਣੇ ਕਾਂਸੀ ਭਾਸ਼ਾ ਸਮਰਥਕ ਬੈਜ ਨੂੰ ਕਮਾਉਣ ਲਈ <span id=""next_badge_count""></span> ਰਿਕਾਰਡਿੰਗਾਂ ਤੱਕ ਪਹੁੰਚਣਾ ਹੈ।"
72,,,Your next goal is to reach <x> recordings to earn your Platinum Bhasha Samarthak Badge.,ਤੁਹਾਡਾ ਅਗਲਾ ਟੀਚਾ ਹੈ ਆਪਣੇ ਪਲੇਟਿਨਮ ਭਾਸ਼ਾ ਸਮਰਥਕ ਬੈਜ ਨੂੰ ਕਮਾਉਣ ਲਈ <x> ਰਿਕਾਰਡਿੰਗਾਂ ਤੱਕ ਪਹੁੰਚਣਾ।
73,,,Your next goal is to reach <x> recordings to earn your Gold Bhasha Samarthak Badge. ,ਤੁਹਾਡਾ ਅਗਲਾ ਟੀਚਾ ਹੈ ਆਪਣੇ ਸੋਨੇ ਦੀ ਭਾਸ਼ਾ ਸਮਰੱਥਕ ਬੈਜ ਨੂੰ ਕਮਾਉਣ ਲਈ <x> ਰਿਕਾਰਡਿੰਗਾਂ ਤੱਕ ਪਹੁੰਚਣਾ।
74,,,Your next goal is to reach <x> recordings to earn your Silver Bhasha Samarthak Badge.,ਤੁਹਾਡਾ ਅਗਲਾ ਟੀਚਾ ਹੈ ਆਪਣੇ ਚਾਂਦੀ ਦੀ ਭਾਸ਼ਾ ਸਮਰੱਥਕ ਬੈਜ ਨੂੰ ਕਮਾਉਣ ਲਈ <x> ਰਿਕਾਰਡਿੰਗਾਂ ਤੱਕ ਪਹੁੰਚਣਾ।
75,,,BhashaDaan,ਭਾਸ਼ਾਦਾਨ
76,,,What is your opinion of this page (*required),ਇਸ ਪੰਨੇ ਬਾਰੇ ਤੁਹਾਡੀ ਕੀ ਰਾਏ ਹੈ (* ਲੋੜੀਂਦਾ)
77,,,Error,ਗਲਤੀ
78,,,"Only 12 characters allowed. (Hint: name.surname, name_surname12 etc.)","ਸਿਰਫ 12 ਅੱਖਰਾਂ ਦੀ ਆਗਿਆ ਹੈ। (ਸੰਕੇਤ: ਨਾਮ.ਉਪਨਾਮ, ਨਾਮ_ਉਪਨਾਮ 12 ਆਦਿ)"
79,,,Done,ਹੋ ਗਿਆ
80,,,Thank you for correcting!,ਠੀਕ ਕਰਨ ਲਈ ਧੰਨਵਾਦ!
81,,,Contribute 5 sentences to earn your Bronze Bhasha Samarthak Badge.,ਆਪਣਾ ਕਾਂਸੀ ਭਾਸ਼ਾ ਸਮਰਥਕ ਬੈਜ ਕਮਾਉਣ ਲਈ 5 ਵਾਕਾਂ ਦਾ ਯੋਗਦਾਨ ਦਿਓ।
82,,,Contribute 50 sentences to earn your Silver Bhasha Samarthak Badge.,ਆਪਣਾ ਸਿਲਵਰ ਭਾਸ਼ਾ ਸਮਰੱਥਕ ਬੈਜ ਕਮਾਉਣ ਲਈ 50 ਵਾਕਾਂ ਦਾ ਯੋਗਦਾਨ ਦਿਓ।
83,,,Contribute 100 sentences to earn your Gold Bhasha Samarthak Badge.,ਆਪਣਾ ਗੋਲਡ ਭਾਸ਼ਾ ਸਮਰੱਥਕ ਬੈਜ ਕਮਾਉਣ ਲਈ 100 ਵਾਕਾਂ ਦਾ ਯੋਗਦਾਨ ਦਿਓ।
84,,,Contribute 200 sentences to earn your Platinum Bhasha Samarthak Badge.,ਆਪਣੇ ਪਲੈਟੀਨਮ ਭਾਸ਼ਾ ਸਮਰੱਥਕ ਬੈਜ ਨੂੰ ਕਮਾਉਣ ਲਈ 200 ਵਾਕਾਂ ਦਾ ਯੋਗਦਾਨ ਦਿਓ।
85,,,Validate 50 sentences to earn your Silver Bhasha Samarthak Badge.,ਆਪਣੇ ਸਿਲਵਰ ਭਾਸ਼ਾ ਸਮਰੱਥਕ ਬੈਜ ਨੂੰ ਕਮਾਉਣ ਲਈ 50 ਵਾਕਾਂ ਨੂੰ ਪ੍ਰਮਾਣਿਤ ਕਰੋ।
